TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
system.controller.service.QuizGroupService,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,7,14,106,43876,1543926331108,0.71875,11111100000111111111111110000111,0.875,11011111,0.8333333333333334,101111,0,0,5,1,0.6754966887417219,1111111111111111111111111111111111111111111111111111111111110000000000000000000000000011111111111111111111111111111111111111111100000000000000000000000,0.3888888888888889,111000010011010000,0.9,1101111111,0.8,1101110111,0.875,11111101
