TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
system.controller.service.QuizService,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,1,11,161,42887,1544196670726,0.5526315789473685,1111101111111000001100110000000001000000000000000001111111111111111111111111,0.35294117647058826,0111111111111000000000000000000000,0.9090909090909091,11101111111,0,0,7,1,0.24615384615384617,01111111111111111000000000000000000000000000000000000000000000000,0.1,0000000000000000000010001000000000010010,0.9230769230769231,1111011111111,0.5384615384615384,1000001101111,0.35294117647058826,1111111101110100000000000000000000
